Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,UKIP Best PM,,Govt good,Govt bad,Govt net,Question,Con,Lab,LD,UKIP,,,,
,May,16-18,16/5/14,19,,Lord Ashcroft,,29.0,-5.0,35.0,3.0,9.0,0.0,-6.0,,Phone,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,16-18,16/5/14,20,,ComRes,Ind,30.0,0.0,35.0,-1.0,8.0,-1.0,-5.0,1.0,Phone,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,16-18,16/5/14,20,,Populus,,35.0,3.0,34.0,-2.0,8.0,-2.0,1.0,5.0,Internet,,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,18-19,18/5/14,,,YouGov,Sun,33.0,-1.0,37.0,0.0,9.0,0.0,-4.0,-1.0,Internet,,11.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,19-20,19/5/14,,,YouGov,Sun,33.0,0.0,35.0,-2.0,11.0,2.0,-2.0,2.0,Internet,,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,19-20,19/5/14,,,Survation,Mirror,28.0,0.0,35.0,2.0,8.0,-2.0,-7.0,-2.0,Internet,GB,21.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,20-21,20/5/14,,,YouGov,Sun,33.0,0.0,36.0,1.0,9.0,-2.0,-3.0,-1.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,53.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,20-23,20/5/14,25,,Opinium,Ob,32.0,3.0,33.0,0.0,7.0,-2.0,-1.0,3.0,Internet,,19.0,4.0,1.0,,,38.0,46.0,-8.0,25.0,45.0,-20.0,16.0,58.0,-42.0,32.0,42.0,-10.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,May,21-22,21/5/14,,,YouGov,Sun,34.0,1.0,34.0,-2.0,9.0,0.0,0.0,3.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,21-22,21/5/14,23,,Populus,,34.0,-1.0,36.0,2.0,9.0,1.0,-2.0,-3.0,Internet,,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,22-23,22/5/14,25,,YouGov,ST,34.0,0.0,35.0,1.0,9.0,0.0,-1.0,-1.0,Internet,,13.0,5.0,0.0,,,42.0,51.0,-9.0,24.0,65.0,-41.0,18.0,74.0,-56.0,53.0,35.0,18.0,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,55.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,23,23/5/14,25,,Survation,MoS,27.0,-1.0,32.0,-3.0,9.0,1.0,-5.0,2.0,Internet,GB,23.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,23-25,23/5/14,27,,Lord Ashcroft,,29.0,0.0,31.0,-4.0,8.0,-1.0,-2.0,4.0,Phone,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,23-26,23/5/14,27,,Populus,,34.0,0.0,36.0,0.0,9.0,0.0,-2.0,0.0,Internet,,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,26-27,26/5/14,,,YouGov,Sun,32.0,-2.0,34.0,-1.0,8.0,-1.0,-2.0,-1.0,Internet,,15.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,27-28,27/5/14,,,YouGov,Sun,32.0,0.0,36.0,2.0,9.0,1.0,-4.0,-2.0,Internet,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,34,19,5,,,30.0,57.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,28-29,28/5/14,,,YouGov,Sun,31.0,-1.0,38.0,2.0,7.0,-2.0,-7.0,-3.0,Internet,,16.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,28-29,28/5/14,30,,Populus,,34.0,0.0,35.0,-1.0,9.0,0.0,-1.0,1.0,Internet,,14.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,29-30,29/5/14,1,,YouGov,ST,33.0,2.0,36.0,-2.0,7.0,0.0,-3.0,4.0,Internet,,15.0,4.0,0.0,,,42.0,52.0,-10.0,22.0,68.0,-46.0,13.0,78.0,-65.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,55.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,May,30-1,30/5/14,2,,Populus,,32.0,-2.0,37.0,2.0,10.0,1.0,-5.0,-4.0,Internet,,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,30-1,30/5/14,2,,Lord Ashcroft,,25.0,-4.0,34.0,3.0,6.0,-2.0,-9.0,-7.0,Phone,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,1-2,1/6/14,,,YouGov,Sun,30.0,-3.0,36.0,0.0,8.0,1.0,-6.0,-3.0,Internet,,17.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,2-3,2/6/14,,,YouGov,Sun,32.0,2.0,36.0,0.0,8.0,0.0,-4.0,2.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,3-4,3/6/14,,,YouGov,Sun,32.0,0.0,37.0,1.0,7.0,-1.0,-5.0,-1.0,Internet,,13.0,5.0,0.0,,,,,,,,,,,,,,,,,,,35,21,4,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,3-5,3/6/14,9,,Opinium,Ob,31.0,-1.0,35.0,2.0,6.0,-1.0,-4.0,-3.0,Internet,,19.0,4.0,1.0,,,35.0,48.0,-13.0,23.0,48.0,-25.0,13.0,63.0,-50.0,36.0,37.0,-1.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Jun,4-5,4/6/14,,,YouGov,Sun,31.0,-1.0,37.0,0.0,8.0,1.0,-6.0,-1.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,4-6,4/6/14,7,,Populus,,34.0,2.0,35.0,-2.0,9.0,-1.0,-1.0,4.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,5-6,5/6/14,9,,YouGov,ST,33.0,2.0,37.0,0.0,7.0,-1.0,-4.0,2.0,Internet,,14.0,5.0,0.0,,,39.0,54.0,-15.0,25.0,66.0,-41.0,14.0,78.0,-64.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,6-8,6/6/14,10,,Lord Ashcroft,,28.0,3.0,32.0,-2.0,8.0,2.0,-4.0,5.0,Phone,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,6-8,6/6/14,9,,Populus,,35.0,1.0,36.0,1.0,9.0,0.0,-1.0,0.0,Internet,,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,8-9,8/6/14,,,YouGov,Sun,31.0,-2.0,37.0,0.0,7.0,0.0,-6.0,-2.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,9-10,9/6/14,,,YouGov,Sun,35.0,4.0,37.0,0.0,8.0,1.0,-2.0,4.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,53.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,10-11,10/6/14,,,YouGov,Sun,34.0,-1.0,36.0,-1.0,6.0,-2.0,-2.0,0.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,52.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,10-12,10/6/14,20,,TNS BMRB,,29.0,,35.0,,6.0,,-6.0,,Internet,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,11-12,11/6/14,13,,Populus,,32.0,-3.0,35.0,-1.0,8.0,-1.0,-3.0,-2.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,11-12,11/6/14,,,YouGov,Sun,32.0,-2.0,38.0,2.0,8.0,2.0,-6.0,-4.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,11-12,11/6/14,,,YouGov,Sun on Sunday,33.0,,36.0,,8.0,0.0,-3.0,,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,11-13,11/6/14,15,,ComRes,IoS/SM,32.0,3.0,34.0,1.0,7.0,-1.0,-2.0,2.0,Internet,,18.0,4.0,1.0,,,28.0,46.0,-18.0,19.0,49.0,-30.0,13.0,54.0,-41.0,26.0,44.0,-18.0,,,,... Whether you have a favourable or unfavourable view of ...,,,,,,,,,,,,,,,,,
,Jun,12-13,12/6/14,15,,YouGov,ST,33.0,1.0,37.0,-1.0,8.0,0.0,-4.0,2.0,Internet,,13.0,5.0,0.0,,,43.0,50.0,-7.0,23.0,67.0,-44.0,16.0,77.0,-61.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,33.0,52.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,13-15,13/6/14,16,,Lord Ashcroft,,29.0,1.0,35.0,3.0,8.0,0.0,-6.0,-2.0,Phone,,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,13-15,13/6/14,16,,Populus,,33.0,1.0,37.0,2.0,9.0,1.0,-4.0,-1.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,13-15,13/6/14,18,,ICM,Gu,31.0,-2.0,32.0,1.0,10.0,-3.0,-1.0,-3.0,Phone,,16.0,,,,,42.0,47.0,-5.0,22.0,61.0,-39.0,25.0,62.0,-37.0,37.0,45.0,-8.0,,,,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,38.0,48.0,-10.0,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,,,
,Jun,14-17,14/6/14,18,,MORI,ES,31.0,0.0,34.0,0.0,8.0,-1.0,-3.0,0.0,Phone,Certain to vote,14.0,8.0,1.0,,,37.0,55.0,-18.0,29.0,57.0,-28.0,25.0,63.0,-38.0,37.0,45.0,-8.0,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,31.0,58.0,-27.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Jun,15-16,15/6/14,,,YouGov,Sun,32.0,-1.0,36.0,-1.0,10.0,2.0,-4.0,0.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,16-17,16/6/14,,,YouGov,Sun,34.0,2.0,37.0,1.0,7.0,-3.0,-3.0,1.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,53.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,17-18,17/6/14,,,YouGov,Sun,34.0,0.0,38.0,1.0,7.0,0.0,-4.0,-1.0,Internet,,13.0,5.0,1.0,,,,,,,,,,,,,,,,,,,37,19,3,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,17-19,17/6/14,22,,Opinium,Ob,31.0,0.0,35.0,0.0,7.0,1.0,-4.0,0.0,Internet,,17.0,5.0,1.0,,,37.0,47.0,-10.0,23.0,49.0,-26.0,14.0,62.0,-48.0,32.0,39.0,-7.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Jun,18-19,18/6/14,20,,Populus,,34.0,1.0,36.0,-1.0,8.0,-1.0,-2.0,-2.0,Internet,,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,18-19,18/6/14,,,YouGov,Sun,33.0,-1.0,37.0,-1.0,8.0,1.0,-4.0,0.0,Internet,,15.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,19-20,19/6/14,22,,YouGov,ST,32.0,-1.0,38.0,1.0,8.0,0.0,-6.0,-2.0,Internet,,14.0,5.0,0.0,,,40.0,53.0,-13.0,23.0,66.0,-43.0,13.0,76.0,-63.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,20-22,20/6/14,23,,Lord Ashcroft,,28.0,-1.0,33.0,-2.0,9.0,1.0,-5.0,1.0,Phone,,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,20-22,20/6/14,23,,Populus,,32.0,-2.0,37.0,1.0,9.0,1.0,-5.0,-3.0,Internet,,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,22-23,22/6/14,,,YouGov,Sun,32.0,0.0,36.0,-2.0,9.0,1.0,-4.0,2.0,Internet,,15.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,23-24,23/6/14,,,YouGov,Sun,33.0,1.0,36.0,0.0,8.0,-1.0,-3.0,1.0,Internet,,15.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,53.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,24-25,24/6/14,,,YouGov,Sun,32.0,-1.0,37.0,1.0,7.0,-1.0,-5.0,-2.0,Internet,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,25-26,25/6/14,,,YouGov,Sun,33.0,1.0,38.0,1.0,8.0,1.0,-5.0,0.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,25-26,25/6/14,27,,Populus,,34.0,2.0,35.0,-2.0,8.0,-1.0,-1.0,4.0,Internet,,13.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,26-27,26/6/14,29,,YouGov,ST,33.0,0.0,37.0,-1.0,8.0,0.0,-4.0,1.0,Internet,,14.0,5.0,0.0,,,37.0,55.0,-18.0,21.0,66.0,-45.0,13.0,76.0,-63.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,54.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,27,27/6/14,29,,Survation,MoS,27.0,0.0,36.0,4.0,7.0,-2.0,-9.0,-4.0,Internet,GB,22.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,27-29,27/6/14,30,,Lord Ashcroft,,33.0,5.0,31.0,-2.0,9.0,0.0,2.0,7.0,Phone,,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,27-29,27/6/14,30,,Populus,,33.0,-1.0,37.0,2.0,10.0,2.0,-4.0,-3.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,27-29,27/6/14,1,,ComRes,Ind,30.0,0.0,32.0,-3.0,7.0,-1.0,-2.0,3.0,Phone,,18.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,29-30,29/6/14,,,YouGov,Sun,35.0,2.0,37.0,0.0,8.0,0.0,-2.0,2.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jun,30-1,30/6/14,,,YouGov,Sun,33.0,-2.0,38.0,1.0,8.0,0.0,-5.0,-3.0,Internet,,11.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,1-2,1/7/14,,,YouGov,Sun,35.0,2.0,37.0,-1.0,8.0,0.0,-2.0,3.0,Internet,,12.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,1-3,1/7/14,6,,Opinium,Ob,29.0,-2.0,35.0,0.0,7.0,0.0,-6.0,-2.0,Internet,,18.0,5.0,1.0,,,34.0,49.0,-15.0,23.0,49.0,-26.0,13.0,65.0,-52.0,31.0,40.0,-9.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Jul,2-3,2/7/14,4,,Populus,,34.0,1.0,35.0,-2.0,9.0,-1.0,-1.0,3.0,Internet,,14.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,2-3,2/7/14,,,YouGov,Sun,35.0,0.0,36.0,-1.0,8.0,0.0,-1.0,1.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,50.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,3-4,3/7/14,6,,YouGov,ST,34.0,-1.0,36.0,0.0,8.0,0.0,-2.0,-1.0,Internet,,13.0,5.0,0.0,,,41.0,52.0,-11.0,23.0,68.0,-45.0,16.0,75.0,-59.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,4-6,4/7/14,7,,Lord Ashcroft,,27.0,-6.0,34.0,3.0,11.0,2.0,-7.0,-9.0,Phone,,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,4-6,4/7/14,7,,Populus,,31.0,-3.0,38.0,3.0,9.0,0.0,-7.0,-6.0,Internet,,14.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,6-7,6/7/14,,,YouGov,Sun,34.0,0.0,37.0,1.0,9.0,1.0,-3.0,-1.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,50.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,7-8,7/7/14,,,YouGov,Sun,31.0,-3.0,38.0,1.0,8.0,-1.0,-7.0,-4.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,8-9,8/7/14,,,YouGov,Sun,32.0,1.0,36.0,-2.0,10.0,2.0,-4.0,3.0,Internet,,12.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,9-10,9/7/14,,,YouGov,Sun,34.0,2.0,37.0,1.0,8.0,-2.0,-3.0,1.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,9-10,9/7/14,11,,Populus,,34.0,3.0,36.0,-2.0,8.0,-1.0,-2.0,5.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,10-11,10/7/14,13,,YouGov,ST,33.0,-1.0,38.0,1.0,9.0,1.0,-5.0,-2.0,Internet,,12.0,4.0,0.0,,,40.0,51.0,-11.0,22.0,65.0,-43.0,15.0,74.0,-59.0,54.0,30.0,24.0,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,11-13,11/7/14,14,,Lord Ashcroft,,32.0,5.0,36.0,2.0,7.0,-4.0,-4.0,3.0,Phone,,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,11-13,11/7/14,14,,Populus,,34.0,0.0,37.0,1.0,9.0,1.0,-3.0,-1.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,11-13,11/7/14,15,,ICM,Gu,34.0,3.0,33.0,1.0,12.0,2.0,1.0,2.0,Phone,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,12-15,12/7/14,16,,MORI,ES,32.0,1.0,35.0,1.0,8.0,0.0,-3.0,0.0,Phone,Certain to vote,12.0,8.0,0.0,,,36.0,55.0,-19.0,28.0,61.0,-33.0,23.0,65.0,-42.0,38.0,45.0,-7.0,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,33.0,59.0,-26.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Jul,13-14,13/7/14,,,YouGov,Sun,35.0,2.0,38.0,0.0,8.0,-1.0,-3.0,2.0,Internet,,10.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,51.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,14-15,14/7/14,,,YouGov,Sun,34.0,-1.0,38.0,0.0,6.0,-2.0,-4.0,-1.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,53.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,15-16,15/7/14,,,YouGov,Sun,33.0,-1.0,36.0,-2.0,9.0,3.0,-3.0,1.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,37,20,5,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,16-17,16/7/14,,,YouGov,Sun,32.0,-1.0,39.0,3.0,8.0,-1.0,-7.0,-4.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,16-17,16/7/14,18,,Populus,,35.0,1.0,35.0,-2.0,8.0,-1.0,0.0,3.0,Internet,,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,16-18,16/7/14,20,,ComRes,IoS/SM,31.0,-1.0,34.0,0.0,9.0,2.0,-3.0,1.0,Internet,,17.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,17-18,17/7/14,20,,YouGov,ST,32.0,0.0,37.0,-2.0,9.0,1.0,-5.0,2.0,Internet,,13.0,5.0,0.0,,,37.0,54.0,-17.0,23.0,66.0,-43.0,15.0,75.0,-60.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,17-19,17/7/14,20,,Opinium,Ob,30.0,1.0,34.0,-1.0,9.0,2.0,-4.0,2.0,Internet,,17.0,4.0,1.0,,,38.0,45.0,-7.0,26.0,46.0,-20.0,18.0,59.0,-41.0,38.0,35.0,3.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Jul,18-20,18/7/14,21,,Lord Ashcroft,,27.0,-5.0,35.0,-1.0,7.0,0.0,-8.0,-4.0,Phone,,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,18-20,18/7/14,21,,Populus,,32.0,-3.0,37.0,2.0,9.0,1.0,-5.0,-5.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,20-21,20/7/14,,,YouGov,Sun,34.0,2.0,38.0,1.0,9.0,0.0,-4.0,1.0,Internet,,11.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,21-22,21/7/14,,,YouGov,Sun,34.0,0.0,37.0,-1.0,7.0,-2.0,-3.0,1.0,Internet,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,54.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,22-23,22/7/14,,,YouGov,Sun,34.0,0.0,38.0,1.0,8.0,1.0,-4.0,-1.0,Internet,,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,23-24,23/7/14,25,,Populus,,35.0,3.0,37.0,0.0,9.0,0.0,-2.0,3.0,Internet,,9.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,23-24,23/7/14,,,YouGov,Sun,35.0,1.0,38.0,0.0,8.0,0.0,-3.0,1.0,Internet,,11.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,24-25,24/7/14,27,,YouGov,ST,35.0,0.0,36.0,-2.0,8.0,0.0,-1.0,2.0,Internet,,13.0,5.0,0.0,,,40.0,51.0,-11.0,22.0,66.0,-44.0,17.0,73.0,-56.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,33.0,52.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,25-27,25/7/14,28,,Lord Ashcroft,,32.0,5.0,34.0,-1.0,9.0,2.0,-2.0,6.0,Phone,,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,25-27,25/7/14,28,,Populus,,33.0,-2.0,37.0,0.0,9.0,0.0,-4.0,-2.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,25-27,25/7/14,29,,ComRes,Ind,27.0,-3.0,33.0,1.0,8.0,1.0,-6.0,-4.0,Phone,,17.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
