Year,Month,Fieldwork,Date,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,
,May,15,17,MORI,TT,28.0,-2.0,54.0,0.0,12.0,-1.0,-26.0,-2.0,,
,May,17-18,19,NOP,ST,30.0,-2.0,49.0,0.0,14.0,1.0,-19.0,-2.0,,
,May,19-21,23,ICM,GU,32.0,1.0,45.0,-1.0,17.0,1.0,-13.0,2.0,,
,May,19-22,25,Rasmussen,Ind,33.0,1.0,44.0,-2.0,16.0,3.0,-11.0,3.0,,
,May,21-23,24,Gallup,DT,32.0,0.0,48.0,0.0,15.0,2.0,-16.0,0.0,,
,May,22,24,MORI,TT,30.0,2.0,55.0,1.0,11.0,-1.0,-25.0,1.0,,
,May,24-25,27,NOP,ST,30.0,0.0,49.0,0.0,14.0,0.0,-19.0,0.0,,
,May,26-27,29,Rasmussen,Ind,32.0,-1.0,44.0,0.0,17.0,1.0,-12.0,-1.0,,
,May,26-28,30,ICM,GU,28.0,-4.0,46.0,1.0,17.0,0.0,-18.0,-5.0,,
,May,28-29,1,Gallup,DT,31.0,-1.0,47.0,-1.0,16.0,1.0,-16.0,0.0,,
,May,29,1,MORI,TT,30.0,0.0,48.0,-7.0,16.0,5.0,-18.0,7.0,,
,May,30-31,1,ICM,C4,31.0,3.0,43.0,-3.0,19.0,2.0,-12.0,6.0,,
,May,31-1,3,ICM,OB,34.0,3.0,46.0,3.0,15.0,-4.0,-12.0,0.0,,
,May,31-1,3,NOP,ST,30.0,0.0,47.0,-2.0,16.0,2.0,-17.0,2.0,,
,May,31-2,3,MORI,STel,27.0,1.0,50.0,-4.0,17.0,3.0,-23.0,5.0,Phone,
,Jun,,3,YouGov,Sunday Bus,34.0,,45.0,,14.0,,-11.0,,,
,Jun,2-3,4,ICM,ES,30.0,-4.0,47.0,1.0,18.0,3.0,-17.0,-5.0,,
,Jun,2-3,5,Rasmussen,Ind,32.0,0.0,45.0,1.0,16.0,-1.0,-13.0,-1.0,,
,Jun,2-4,6,ICM,GU,32.0,2.0,43.0,-4.0,19.0,1.0,-11.0,6.0,,
,Jun,,,YouGov,,33.0,-1.0,43.0,-2.0,17.0,3.0,-10.0,1.0,,Press released
,Jun,4-5,8,MORI,Economist,31.0,4.0,43.0,-7.0,,,-12.0,11.0,Phone,
,Jun,5-6,7,MORI,TT,30.0,0.0,45.0,-3.0,18.0,2.0,-15.0,3.0,,
,Jun,6,7,Gallup,DT,32.0,1.0,48.0,1.0,18.0,2.0,-16.0,0.0,,Revised based on late polling
,,,,,,,,,,,,,,,
,,Exit,,BBC,NOP,32.0,,44.0,,17.0,,-12.0,,,
,,Exit,,ITN,MORI,31.0,,44.0,,19.0,,-13.0,,,
,,,,,,,,,,,,,,,
,,,7,Result,,32.7,,42.0,,18.8,,-9.3,,,
